MasterID	id	Volume	PageNum	StartMonth	StartYear	EndMonth	EndYear	EventTimeframe	Guberniya1	Guberniya2	Guberniya3	Guberniya4	NumUyezd	NumVillage	NumEstate	PeasantType	PeasantNum	PeasantCause1	PeasantCause2	PeasantCause3	PeasantCause4	PeasantCause5	PeasantAction1	PeasantAction2	PeasantAction3	PeasantAction4	PeasantAction5	GovtResponse1	GovtResponse2	GovtResponse3	GovtResponse4	GovtResponse5	Notable	TimeStamp	Problem	UyezdNum	VillageNum	PubNum	PubCause	Notes	Translation	EstateNum
30	681	1	693	8	1851	12	1853	3	18				1	2	1	3		9999					30					1					0	"2010-08-17 16:11:52"	0							
31	682	1	693	8	1851	8	1851	1	51				1	1	9999	2		20					17					9999					0	"2010-08-17 16:19:46"	0							
32	683	1	693	8	1851	8	1851	1	17				1	9999	1	3		2					16					9999					0	"2010-08-17 16:20:59"	0							
33	684	1	693	8	1851	8	1851	3	10				1	1	1	3		9999					2					9999					0	"2010-08-17 16:24:11"	0							
34	685	1	693	8	1851	8	1851	3	20				1	1	9999	2	"More than 50"	9999					2					9999					0	"2010-08-17 16:24:55"	0							
35	686	1	693	8	1851	8	1851	1	37				1	1	1	2		2					14					9999					0	"2010-08-17 16:25:45"	0							
36	687	1	693	8	1851	9	1851	1	39				1	1	1	3	"22"	12					16					9999					0	"2010-08-17 17:04:04"	0							
37	688	1	693	15	1851	15	1851	3	15				1	1	1	3		9999					2	34				9999					0	"2010-08-17 17:04:56"	0					"Note: Peasants don't want to recognize someone as an owner."		
38	689	1	693	15	1851	15	1851	3	18				1	9999	1	3		9999					2					9999					0	"2010-08-17 17:05:40"	0					"Note: Peasants don't want to recognize someone as an owner."		
39	690	1	693	9	1851	9	1851	1	49				1	1	1	3	"317"	10					16					9999					0	"2010-08-17 17:06:14"	0							
40	691	1	694	10	1851	11	1852	3	23				1	2	1	3		7	2				2	17				9999					0	"2010-08-17 17:07:12"	0					"Note: Peasants complain to landowner (brutal treatment by manager)."		
41	692	1	694	10	1851	3	1852	3	22				1	3	1	3		9999					2					1					0	"2010-08-17 17:08:39"	0					"Note: Peasants don't want to recognize someone as an owner."		
42	693	1	694	10	1851	12	1851	3	27				1	1	1	3		21					2					9999					0	"2010-08-17 17:09:24"	0							
43	694	1	694	11	1851	12	1851	3	19				2	6	4	3		9999					2	36				3	1				0	"2010-08-17 17:10:10"	0							
44	695	1	694	11	1851	2	1852	3	40				1	1	1	3	"47"	9999					2					1					0	"2010-08-17 17:12:10"	0							
45	696	1	694	16	1851	16	1851	3	41				2	9999	3	3		9999					30					1					0	"2010-08-17 17:13:06"	0							
46	697	1	694	12	1851	12	1851	3	4				1	1	1	3		9999					25					9999					0	"2010-08-17 17:13:59"	0							
47	698	1	694	12	1851	12	1851	3	4				1	1	1	3	"13"	17	18				2					9999					0	"2010-08-17 17:14:34"	0							
48	699	1	694	17	1851	17	1851	3	2				9999	9999	9999	6		9999					30					9999					0	"2010-08-17 17:16:07"	0							
49	700	1	694	17	1851	17	1851	3	3				1	9999	9999	3		9999					3	35				9999					0	"2010-08-17 17:16:48"	0							
50	701	1	694	17	1851	17	1851	3	3				1	4	7	3	"147 families"	9999					34					9999					0	"2010-08-17 17:17:41"	0							
51	702	1	695	17	1851	17	1851	3	3				1	9999	1	3	"71 families"	9999					34					9999					0	"2010-08-17 17:18:40"	0							
52	703	1	695	17	1851	17	1851	3	3				1	2	1	3	"45 families"	22					34	3	2			3					0	"2010-08-17 17:19:32"	0					"Note: Peasants wanted to resettle."		
53	704	1	695	17	1851	17	1851	3	3				2	2	9999	3		22					34					9999					0	"2010-08-17 17:20:40"	0					"Note: Peasants wanted to resettle."		
54	705	1	695	17	1851	17	1851	1	43				1	9999	1	3		9999					25					9999					0	"2010-08-17 17:21:23"	0							
55	706	1	695	17	1851	17	1851	1	7				1	1	1	3		2					16					9999					0	"2010-08-17 17:22:23"	0							
56	707	1	695	17	1851	17	1851	1	14				1	9999	1	3		9999					25					9999					0	"2010-08-17 17:23:00"	0							
57	708	1	695	17	1851	17	1851	3	15				9999	9999	7	3		9999					34					9999					0	"2010-08-17 17:23:36"	0							
58	709	1	695	17	1851	17	1851	1	17				1	9999	1	3		9999					25					9999					0	"2010-08-17 17:25:43"	0							
59	710	1	695	17	1851	17	1851	3	18				1	9999	1	3		21					2					9999					0	"2010-08-17 17:26:17"	0							
60	711	1	695	17	1851	17	1851	3	19				9999	9999	9999	6		9999					30					9999					0	"2010-08-17 17:27:11"	0							
61	712	1	695	17	1851	17	1851	3	21				9999	9999	9999	3		9999					30					9999					0	"2010-08-17 17:27:34"	0							
62	713	1	695	17	1851	17	1851	1	21				1	9999	1	3		9999					25					9999					0	"2010-08-17 17:28:04"	0							
63	714	1	695	17	1851	17	1851	3	23				9999	9999	9999	2	"549"	22					2					9999					0	"2010-08-17 17:28:41"	0							
64	715	1	695	17	1851	17	1851	1	33				1	1	9999	6		18					17					9999					0	"2010-08-17 17:29:20"	0					"Note: Gradual seizure of land."		
65	716	1	695	17	1851	17	1851	3	33				1	1	1	2		9999					30					9999					0	"2010-08-17 17:31:35"	0							
66	717	1	695	17	1851	17	1851	1	34				1	9999	1	3		9999					26					9999					0	"2010-08-17 17:32:09"	0							
67	718	1	696	17	1851	17	1851	3	34				1	1	1	3		2					2	16				9999					0	"2010-08-17 17:32:48"	0							
68	719	1	696	17	1851	17	1851	2	36				1	1	1	3	"36"	2	12				13					9999					0	"2010-08-17 17:33:45"	0							
69	720	1	696	17	1851	17	1851	3	40				9999	9999	7	3		9999					25					9999					0	"2010-08-17 17:34:36"	0					"Note: Multiple landowners murdered."		
70	721	1	696	17	1851	17	1851	1	40				1	9999	1	3	"1"	2					25					9999					0	"2010-08-17 17:35:29"	0							
71	722	1	696	17	1851	17	1851	3	39				2	9999	9999	2	"more than 3000"	26					10					9999					1	"2010-08-17 17:36:31"	0					"Note: Agreement that if someone purchases alcohol, he/she will be punished by a fine and corporal punishment."		
72	723	1	696	17	1851	17	1853	3	13				1	9999	1	3	"360"	21					2					9999					0	"2010-08-17 17:45:53"	0							
73	724	1	696	17	1851	7	1853	3	18				1	2	1	3		9999					2	36				1					0	"2010-08-17 17:46:55"	0							
74	725	1	696	17	1851	17	1854	3	15				1	1	1	3		9999					2	16				1					0	"2010-08-17 17:47:46"	0					"Note: Peasants don't want to recognize someone as an owner."		
75	763	3	774	17	1865	17	1865	3	30				1	1	9999	1		15					1	4				9999					0	"2010-08-11 16:34:12"	0							
76	652	1	696	1	1852	1	1852	3	19				1	9999	1	3		21					2					9999					0	"2010-08-17 17:49:51"	0							
77	653	1	696	1	1852	1	1852	3	19				1	1	1	3	"12"	9999					2					9999					0	"2010-08-17 17:50:31"	0							
78	654	1	697	1	1852	7	1857	3	40				1	6	1	3		7	1				2					1					0	"2010-08-17 17:51:54"	0							
79	655	1	697	2	1852	2	1852	1	44				1	1	1	3		2					24					9999					0	"2010-08-17 17:53:00"	0							
80	656	1	697	2	1852	2	1852	3	39				1	1	1	3		9999					2					1					0	"2010-08-17 17:53:34"	0					"Note: Refusal to obey the landlady, votchina management and police."		
81	657	1	697	2	1852	2	1852	3	42				1	9999	2	3	"12 families"	9999					34					9999					0	"2010-08-17 17:54:39"	0							
82	658	1	697	2	1852	11	1852	2	25				1	6	1	3	"806"	2					16					9999					0	"2010-08-17 17:56:25"	0		"7"					
83	659	1	697	2	1852	2	1852	3	36				1	4	2	3		19					18	2				3	1				0	"2010-08-17 17:57:41"	0							
84	660	1	697	2	1852	2	1852	3	36				1	1	1	3	"1200"	20					18	2				1					0	"2010-08-17 17:59:18"	0							
85	661	1	697	2	1852	2	1852	3	34				1	1	1	3	"81"	9999					2					1					0	"2010-08-17 18:00:21"	0							
86	662	1	698	2	1852	2	1852	1	8				1	9999	1	3		2					14					9999					0	"2010-08-17 18:01:54"	0							
87	663	1	698	2	1852	5	1852	2	17				1	9999	1	3		1	2				11					9999					0	"2010-08-17 18:02:53"	0							
88	664	1	698	3	1852	12	1852	3	38				1	1	2	2		9999					2	18				9999					0	"2010-08-17 18:04:04"	0					"Note: Peasants don't want to recognize someone as an owner."		
89	665	1	698	3	1852	3	1852	3	39				1	2	1	2		9999					2					9999					0	"2010-08-17 18:05:51"	0							
90	666	1	698	3	1852	5	1852	3	52				1	9999	9999	3		12					18	2				4					0	"2010-08-17 18:06:42"	0							
91	667	1	698	4	1852	4	1852	3	42				1	9999	1	3		9999					23					9999					0	"2010-08-17 18:07:53"	0							
92	668	1	698	4	1852	4	1852	3	42				1	9999	1	3		9999					30					9999					0	"2010-08-17 18:08:43"	0							
93	669	1	698	4	1852	4	1852	1	42				1	9999	1	3	"16"	2					25					9999					0	"2010-08-17 18:09:20"	0							
94	670	1	698	5	1852	5	1852	1	20				1	9999	1	3		10					16					9999					0	"2010-08-17 18:10:30"	0							
95	671	1	698	5	1852	5	1852	1	17				1	9999	1	3	"2"	9999					24					9999					0	"2010-08-17 18:11:17"	0							
96	672	1	698	5	1852	9	1853	3	45				1	1	1	3		9999					2					4					0	"2010-08-17 18:12:27"	0					"Note: Refusal to obey the landower, governor and military detachment; Peasants don't want to recognize someone as an owner."		
97	673	1	698	14	1852	14	1852	3	42				1	9999	1	3		3					7					9999					0	"2010-08-17 18:13:29"	0							
98	674	1	698	6	1852	6	1852	3	7				1	9999	1	3	"22"	9999					23					9999					0	"2010-08-17 18:14:17"	0							
99	675	1	699	6	1852	6	1852	3	8				1	1	1	3		23					30					9999					0	"2010-08-17 18:15:51"	0							
100	676	1	699	6	1852	6	1852	1	56				1	9999	1	3	"2"	9999					25					9999					0	"2010-08-17 18:16:40"	0							
101	677	1	699	6	1852	8	1852	3	15				1	1	1	3	"4800"	9999					2					9999					0	"2010-08-17 18:17:13"	0							
102	678	1	699	6	1852	9	1852	3	36				1	1	1	3		19	21				2	36				1					0	"2010-08-17 18:18:00"	0							
103	679	1	699	6	1852	6	1852	3	8				1	9999	1	3	"35"	19					34	18				9999					0	"2010-08-17 18:24:08"	0					"Note: Complaint that the peasants were given to the wrong landowners."		
104	680	1	699	6	1852	6	1852	1	40				1	9999	1	3		2					25					9999					0	"2010-08-17 18:25:27"	0							
105	681	1	699	6	1852	6	1852	3	11				1	1	1	3		10					2					9999					1	"2010-08-17 18:26:10"	0					"Note: Agitation; Peasants were \"instigated by a neighboring landlord to try to become state peasants.\""		
106	682	1	699	7	1852	7	1852	3	15				1	1	1	3	"45"	9999					2					9999					0	"2010-08-17 18:27:19"	0					"Note: Peasants don't want to recognize someone as an owner."		
107	683	1	699	7	1852	7	1852	1	17				1	9999	1	3	"30"	1	2	3			16					9999					0	"2010-08-17 18:27:59"	0							
108	684	1	699	7	1852	7	1852	1	27				1	9999	1	3		2					25					9999					0	"2010-08-17 18:28:57"	0							
109	685	1	699	7	1852	7	1852	3	17				1	9999	1	3	"15"	3	2				34					9999					0	"2010-08-17 18:29:48"	0							
110	686	1	699	7	1852	7	1852	3	26				1	1	1	3		9999					2					1					0	"2010-08-17 18:30:37"	0							
111	687	1	699	7	1852	11	1857	3	17				1	1	1	3		2					2	7	34			9999					0	"2010-08-17 18:31:20"	0					"Note: 30 people ran away from the estate."		
112	688	1	700	7	1852	7	1852	1	4				1	1	1	3		24					2	36				9999					0	"2010-08-18 12:05:53"	0							
113	689	1	700	7	1852	7	1852	1	41				1	9999	1	3		2	10				11					9999					0	"2010-08-18 12:09:13"	0							
114	690	1	700	8	1852	8	1852	1	48				1	2	1	3	"73"	19					11	34				1					0	"2010-08-18 12:10:07"	0							
115	691	1	700	9	1852	9	1852	1	16				1	9999	1	3		2					16					9999					0	"2010-08-18 12:10:58"	0							
116	692	1	700	9	1852	9	1852	3	48				1	1	1	3	"55"	1					34					9999					0	"2010-08-18 12:11:42"	0							
117	693	1	700	9	1852	9	1852	3	4				1	4	1	3		21					2					1					0	"2010-08-18 12:22:01"	0							
118	694	1	700	9	1852	9	1852	3	36				1	1	1	3		9999					2					9999					0	"2010-08-18 12:23:48"	0					"Note: Peasants don't want to recognize someone as an owner."		
119	695	1	700	9	1852	9	1852	1	10				1	9999	1	3		2					25					9999					0	"2010-08-18 12:24:23"	0							
120	696	1	700	10	1852	10	1852	1	39				1	9999	1	3		2					25					9999					0	"2010-08-18 12:26:58"	0							
121	697	1	700	10	1852	10	1852	3	19				1	9999	1	3	"225"	9999					2					9999					0	"2010-08-18 12:29:31"	0					"Note: Peasants don't want to recognize someone as an owner."		
122	698	1	700	10	1852	10	1852	1	8				1	1	1	3	"8"	1					24	36				3					0	"2010-08-18 12:38:05"	0							
123	699	1	701	10	1852	10	1852	1	41				9999	9999	1	3		2	4				14					9999					0	"2010-08-18 12:39:20"	0							
124	700	1	701	10	1852	10	1852	1	17				1	9999	1	3		10					18					9999					0	"2010-08-18 12:40:30"	0							
125	701	1	701	10	1852	10	1853	2	29				9999	9999	1	3		2					24	25				9999					0	"2010-08-18 12:42:01"	0							
126	702	1	701	10	1852	10	1852	3	40				1	9999	9999	2	"34"	9999					2					9999					0	"2010-08-18 12:50:15"	0							
127	703	1	701	11	1852	17	1857	3	21				1	1	1	3		2					30					1					0	"2010-08-18 12:57:24"	0							
128	704	1	701	11	1852	11	1852	1	15				1	1	1	3		21	10				13					9999					0	"2010-08-18 12:58:11"	0							
129	705	1	701	11	1852	12	1852	3	11				1	3	1	3		9999					2					1					0	"2010-08-18 12:59:47"	0					"Note: Peasants don't want to recognize someone as an owner."		
130	706	1	701	11	1852	11	1852	1	36				9999	9999	1	3	"1"	2					16					9999					0	"2010-08-18 13:01:42"	0							
131	707	1	701	12	1852	12	1852	1	14				9999	1	9999	2		2					17					9999					0	"2010-08-18 13:10:02"	0							
132	708	1	701	12	1852	12	1852	3	15				1	1	1	3		12					2	7				1					0	"2010-08-18 13:22:32"	0							
133	709	1	702	12	1852	17	1853	1	34				1	9999	1	3		2					16					9999					0	"2010-08-18 13:25:15"	0							
134	710	1	702	12	1852	12	1852	1	7				1	1	1	3		22	5	1	2		11					9999					0	"2010-08-18 13:26:18"	0							
135	711	1	702	12	1852	12	1852	3	25				1	9999	1	3	"14"	2					34					9999					0	"2010-08-18 13:34:33"	0							
136	712	1	702	17	1852	17	1852	3	1				9999	9999	9999	6		9999					30					9999					0	"2010-08-18 13:35:36"	0							
137	713	1	702	17	1852	17	1852	3	3				1	1	1	3		2					23	28				9999					0	"2010-08-18 13:36:47"	0							
138	714	1	702	17	1852	17	1852	3	3				1	1	1	3		9999					3					9999					0	"2010-08-18 13:37:50"	0							
139	715	1	702	17	1852	17	1852	1	43				1	9999	1	3	"40"	9999					17					9999					0	"2010-08-18 13:38:46"	0					"Note: Peasants demand a report of the dealings of the manager from the landowner."		
140	716	1	702	17	1852	17	1852	3	51				9999	9999	9999	2		9999					30					9999					0	"2010-08-18 13:40:07"	0							
141	717	1	702	17	1852	17	1852	3	44				1	1	1	3		1					30					9999					0	"2010-08-18 13:41:32"	0							
142	718	1	702	17	1852	17	1852	1	45				9999	9999	1	3		9999					25					9999					0	"2010-08-18 13:47:41"	0							
143	719	1	702	17	1852	17	1852	3	45				9999	9999	9999	2		9999					25					9999					0	"2010-08-18 13:49:34"	0							
144	720	1	702	17	1852	17	1852	3	46				9999	9999	9999	2		9999					30					9999					0	"2010-08-18 13:51:12"	0							
145	721	1	702	17	1852	17	1852	3	48				9999	9999	1	3		9999					34					9999					0	"2010-08-18 13:52:17"	0					"Note: Peasants ran away with families."		
146	722	1	702	17	1852	17	1852	3	9				9999	9999	9999	3		9999					30					9999					0	"2010-08-18 13:53:43"	0							
147	723	1	702	17	1852	17	1852	1	9				1	1	1	3		2					25					9999					0	"2010-08-18 13:54:14"	0							
148	724	1	702	17	1852	17	1852	1	14				1	9999	1	3		9999					24					9999					0	"2010-08-18 13:55:18"	0							
149	725	1	702	17	1852	17	1852	1	49				1	9999	1	3		10					16					9999					0	"2010-08-18 13:55:57"	0							
150	726	1	702	17	1852	17	1852	1	18				1	9999	1	3		9999					25					9999					0	"2010-08-18 13:57:05"	0							
151	727	1	703	17	1852	17	1852	3	27				9999	9999	9999	3		9999					30					9999					0	"2010-08-18 13:57:41"	0							
152	728	1	703	17	1852	17	1852	2	33				9999	9999	9999	3		9999					30					9999					0	"2010-08-18 13:58:13"	0							
153	729	1	703	17	1852	17	1852	3	34				1	9999	1	3		24					20					9999					0	"2010-08-18 14:09:35"	0							
154	730	1	703	17	1852	17	1852	3	34				9999	9999	3	3		12	2				30					9999					0	"2010-08-18 14:11:00"	0							
155	731	1	703	17	1852	17	1852	3	40				1	9999	1	3		9999					2					9999					0	"2010-08-18 14:12:10"	0					"Note: Peasants don't want to recognize someone as an owner."		
156	732	1	703	17	1852	17	1852	1	39				1	9999	1	3	"1"	2					25					9999					0	"2010-08-18 14:13:00"	0					"Note: The peasant's father was killed by this landowner."		
157	733	1	703	17	1852	17	1852	1	10				9999	9999	9999	3	"1"	9999					24					9999					1	"2010-08-18 14:14:22"	0					"Note: A house peasant attempted to murder one of the uyezd nobility leaders."		
158	734	1	703	17	1852	9	1853	2	18				1	1	2	2		18	2				16	35	20			9999					0	"2010-08-18 14:25:19"	0							
159	735	1	703	17	1852	17	1855	3	18				1	1	1	3		5					2					9999					0	"2010-08-18 14:28:48"	0							
160	652	1	703	1	1853	1	1853	3	53				1	1	1	3		9999					30	2				4					1	"2010-08-19 21:15:24"	0					"Note: Peasants shot, artillery used."		
161	653	1	703	1	1853	1	1853	1	32				1	9999	1	3	"170"	2					16					9999					0	"2010-08-19 21:17:57"	0							
162	654	1	704	1	1853	1	1853	3	13				1	9999	1	3		12					5					9999					0	"2010-08-19 21:19:24"	0							
163	655	1	704	2	1853	7	1853	1	19				1	9999	9999	2		5					16					1					0	"2010-08-19 21:26:25"	0							
164	656	1	704	2	1853	2	1853	1	40				1	1	1	3	"4"	1					25					9999					0	"2010-08-19 21:27:46"	0							
165	657	1	704	2	1853	6	1853	2	42				1	9999	1	3	"20"	2					11	2	34			1					0	"2010-08-19 21:28:37"	0							
166	658	1	704	3	1853	3	1853	1	47				1	1	1	3		2	10				13					9999					0	"2010-08-19 21:30:41"	0							
167	659	1	704	3	1853	3	1853	1	34				1	9999	1	3		9999					24					9999					0	"2010-08-19 21:32:07"	0							
168	660	1	704	3	1853	3	1853	1	34				1	1	1	3		19					18					1					0	"2010-08-19 21:32:55"	0							
169	661	1	704	3	1853	12	1853	2	14				1	9999	1	3		2	12				16	2				1					0	"2010-08-19 21:33:50"	0							
170	662	1	704	3	1853	3	1853	1	15				1	9999	1	3		9999					24					9999					0	"2010-08-19 21:35:26"	0							
171	663	1	704	3	1853	3	1853	1	10				1	1	1	3	"5"	9999					25					9999					0	"2010-08-19 21:36:12"	0							
172	664	1	705	3	1853	4	1853	3	55				2	7	9999	3		22					30					9999					0	"2010-08-19 21:36:52"	0					"Note: Unrest because of rumors of preferential conditions in resettlement to southern gubernias."		
173	665	1	705	3	1853	3	1853	1	23				1	1	1	3		12					13					9999					0	"2010-08-19 21:42:02"	0							
174	666	1	705	4	1853	4	1853	1	25				1	9999	1	3	"3"	2					16					9999					0	"2010-08-19 21:49:23"	0							
175	667	1	705	4	1853	4	1853	1	4				1	9999	1	3		2					16					9999					0	"2010-08-19 21:50:25"	0							
176	668	1	705	4	1853	4	1853	3	49				1	1	1	3		9999					2	36				9999					0	"2010-08-19 21:51:34"	0							
177	669	1	705	4	1853	8	1853	3	15				2	9999	6	3	"About 30 families"	22					34					9999					0	"2010-08-19 21:53:08"	0					"Note: Unauthorized leave because of rumours that they are allowed to resettle."		"7"
178	670	1	705	5	1853	5	1853	3	25				1	9999	1	3		2					2					9999					0	"2010-08-19 21:55:26"	0							
179	671	1	705	5	1853	6	1853	3	45				2	9999	9999	2	"412"	4					17	34				1					0	"2010-08-19 21:56:06"	0							
180	672	1	705	5	1853	5	1853	3	23				1	1	1	2		9999					23	2				9999					0	"2010-08-19 21:58:57"	0							
181	673	1	705	5	1853	10	1853	3	40				1	5	1	3	"338"	12					2					1					0	"2010-08-19 22:02:49"	0							
182	674	1	706	6	1853	6	1853	3	29				1	9999	1	3		9999					2					9999					0	"2010-08-19 22:08:43"	0					"Note: Peasants don't want to recognize someone as an owner."		
183	675	1	706	6	1853	8	1854	2	21				1	1	2	3		12					13					9999					0	"2010-08-19 22:11:34"	0							
184	676	1	706	6	1853	6	1853	2	45				1	1	1	3	"7"	10					13					9999					0	"2010-08-19 22:15:19"	0							
185	677	1	706	6	1853	6	1853	3	36				1	1	1	3	"70"	2					34					9999					0	"2010-08-19 22:18:19"	0							
186	678	1	706	6	1853	6	1853	1	42				1	9999	1	3		12	2				13					9999					0	"2010-08-19 22:19:14"	0							
187	679	1	706	6	1853	8	1853	3	45				1	2	1	3	"1909"	9999					2	36				9999					0	"2010-08-19 22:20:21"	0							
188	680	1	706	7	1853	7	1853	3	6				1	6	1	3		2					30					1					0	"2010-08-19 22:26:27"	0		"12"					
189	681	1	706	7	1853	7	1853	3	13				1	9999	1	3	"3"	2					24					9999					0	"2010-08-19 22:29:52"	0							
190	682	1	706	7	1853	11	1853	3	48				1	1	1	3	"300"	9999					2	34				4					0	"2010-08-19 22:31:04"	0							
191	683	1	707	7	1853	7	1853	1	32				1	2	1	3		2					25					9999					0	"2010-08-19 22:31:53"	0							
192	684	1	707	7	1853	7	1853	1	9				1	9999	1	3	"2"	9999					25					9999					0	"2010-08-19 22:41:49"	0							
193	685	1	707	7	1853	7	1853	3	34				1	9999	1	3		9	22				2	18				9999					0	"2010-08-19 22:43:22"	0							
194	686	1	707	8	1853	8	1853	1	8				1	1	1	3		10					16					9999					0	"2010-08-19 22:44:57"	0							
195	687	1	707	8	1853	8	1853	1	30				1	1	1	3	"4"	2					25					9999					0	"2010-08-19 22:52:21"	0							
196	688	1	707	9	1853	9	1853	1	14				1	9999	1	3		2					16					9999					0	"2010-08-19 22:53:30"	0							
197	689	1	707	11	1853	11	1853	1	26				1	1	1	3		2					14					9999					0	"2010-08-19 22:54:55"	0							
198	690	1	707	16	1853	18	1854	3	40				1	1	1	3	"22"	5	18				30					9999					0	"2010-08-19 22:55:37"	0							
199	691	1	707	17	1853	17	1853	3	41				1	9999	1	3		9999					2					1					0	"2010-08-19 22:59:12"	0							
200	692	1	707	17	1853	17	1853	3	42				1	9999	1	3		3	2				2					1					0	"2010-08-19 22:59:53"	0							
201	693	1	707	17	1853	17	1853	3	42				1	9999	1	3	"180"	2					2					1					0	"2010-08-19 23:01:18"	0							
202	694	1	707	17	1853	17	1853	3	45				1	9999	1	3		12					2					1					0	"2010-08-19 23:03:59"	0							
203	695	1	708	17	1853	17	1853	3	46				1	1	9999	2	"81"	22					2					9999					0	"2010-08-19 23:05:22"	0							
204	696	1	708	17	1853	17	1853	3	48				1	9999	1	3	"116 peasants with families"	9999					34					1					0	"2010-08-19 23:06:06"	0							
205	697	1	708	17	1853	17	1853	3	9				1	9999	1	3	"531"	22					2					1					0	"2010-08-19 23:06:53"	0							
206	698	1	708	17	1853	17	1853	1	9				1	9999	1	3		9999					25					9999					0	"2010-08-19 23:09:11"	0							
207	699	1	708	17	1853	17	1853	1	14				1	9999	1	3		9999					27					9999					0	"2010-08-19 23:11:12"	0							
208	700	1	708	17	1853	17	1853	2	14				1	9999	1	2		2					17					9999					0	"2010-08-19 23:13:18"	0							
